id,name,image,description,type,cost,slots,effects,requires
17f6962911el0hyo4s02nf0ie24nvc,Noble Presence,https://eldenring.fanapis.com/images/incantations/17f6962911el0hyo4s02nf0ie24nvc.png,Ancient power of the Godskin Nobles. ,Incantations,20,1,Thrust out belly with gusto to unelash repelling shockwave,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 26}, {'name': 'Arcane', 'amount': 0}]"
17f692fa4d2l0hyo4uc4mjru3qoaee,Order's Blade,https://eldenring.fanapis.com/images/incantations/17f692fa4d2l0hyo4uc4mjru3qoaee.png,One of the incantations of the Golden Order fundamentalists. Used by hunters of Those Who Live in Death. Enchants armament held in the right hand with holy-affinity attacks. This incantation is especially damaging to Those Who Live in Death. Any felled by this incantation cannot be revived. The role of the hunters is to stamp out defiled reason - all for the perfection of the Golden Order.,Incantations,22,1,Enchanted right-hand armament with holy damage,"[{'name': 'Intelligence', 'amount': 13}, {'name': 'Faith', 'amount': 13}, {'name': 'Arcane', 'amount': 0}]"
17f69295d83l0hyo4wyff4k2r6tkno,Magic Fortification,https://eldenring.fanapis.com/images/incantations/17f69295d83l0hyo4wyff4k2r6tkno.png,"Incantation of the Two Fingers' faithful. Increases magic damage negation. This incantation can be cast while in motion. Follow the path that has been set for you, and you will make enemies of all others: the monks, the sorcerers, the ancient dragon knights, and the scions of gold. Heed me – the Lands Between offers no welcome to the Tarnished.",Incantations,20,1,Increases magic damage negation,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 10}, {'name': 'Arcane', 'amount': 0}]"
17f6946750bl0hyo4yckgppsbgjyai,"O, Flame!",https://eldenring.fanapis.com/images/incantations/17f6946750bl0hyo4yckgppsbgjyai.png,Incantation of the Fire Monks.,Incantations,12,1,Momentarily sparks roaring flame from hand,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 16}, {'name': 'Arcane', 'amount': 0}]"
17f6917092dl0hyo511p1ard3b4xwm,Magma Breath,https://eldenring.fanapis.com/images/incantations/17f6917092dl0hyo511p1ard3b4xwm.png,One of the incantations of Dragon Communion. ,Incantations,30,1,Channels wyrm to spew magma breath,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 14}, {'name': 'Arcane', 'amount': 10}]"
17f6971f6b6l0hyo69cly6crooe39,Pest Threads,https://eldenring.fanapis.com/images/incantations/17f6971f6b6l0hyo69cly6crooe39.png,Incantation of the servants of rot.,Incantations,19,1,Launches countless sticky threads before caster,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 11}, {'name': 'Arcane', 'amount': 0}]"
17f697ae98fl0hyo6a7rwr36m0lrsr,Protection Of The Erdtree,,"A superior incantation of Erdtree Worship. Increase damage negation for all affinities except physical, for both the caster and nearby allies. Hold to continue praying and delay activation. In the beginning, everything was in opposition to the Erdtree. But through countless victories in war, it became the embodiment of Order.",Incantations,30,1,Increases affinity damage negation for self & allies,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 35}, {'name': 'Arcane', 'amount': 0}]"
17f6922607fl0hyo6c1nfqul6hljpg,Poison Armament,https://eldenring.fanapis.com/images/incantations/17f6922607fl0hyo6c1nfqul6hljpg.png,"Incantation of the servants of rot. Enchants armament held in the right hand with poison. This incantation can be cast while in motion. Those who dwell within poison know rot all too well. The death that begets life, that comes to all equally. That is to say: it is the cycle of rebirth put into practice.",Incantations,15,1,,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 10}, {'name': 'Arcane', 'amount': 0}]"
17f6958b760l0hyo6c41h81a4ao9ihh,Placidusax's Ruin,https://eldenring.fanapis.com/images/incantations/17f6958b760l0hyo6c41h81a4ao9ihh.png,Power gleaned form the remembrance of Dragonlord Placidusax. ,Incantations,80,3,Spews golden breath of Dragonlord Placidusax,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 36}, {'name': 'Arcane', 'amount': 0}]"
17f695abe1dl0hyo6ddrxsg47tz9j9,Poison Mist,https://eldenring.fanapis.com/images/incantations/17f695abe1dl0hyo6ddrxsg47tz9j9.png,Incantation of the servants of rot.,Incantations,18,1,Releases poison mist before caster.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 12}, {'name': 'Arcane', 'amount': 0}]"
17f69215aafl0hyo6fnokhkxl7dq4p,Radagon's Rings Of Light,https://eldenring.fanapis.com/images/incantations/17f69215aafl0hyo6fnokhkxl7dq4p.png,One of the incantations of the Golden Order fundamentalists.,Incantations,29,1,Creates golden ring of light to attack wide area,"[{'name': 'Intelligence', 'amount': 31}, {'name': 'Faith', 'amount': 31}, {'name': 'Arcane', 'amount': 0}]"
17f6968b28dl0hyo6loaay43jahfcp,Rotten Breath,https://eldenring.fanapis.com/images/incantations/17f6968b28dl0hyo6loaay43jahfcp.png,One of the incantations of Dragon Communion.,Incantations,36,1,Channels dragon to spew scarlet rot breath,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 15}, {'name': 'Arcane', 'amount': 12}]"
17f695dd7d9l0hyo6nbzipolrbtuxg,Rejection,https://eldenring.fanapis.com/images/incantations/17f695dd7d9l0hyo6nbzipolrbtuxg.png,Incantation of the Two Fingers' faithful.,Incantation,9,1,Produces a shockwave that pushes away foes.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 12}, {'name': 'Arcane', 'amount': 0}]"
17f694d5050l0hyo7rhkcg4j0qaii,Smarag's Glintstone Breath,https://eldenring.fanapis.com/images/incantations/17f694d5050l0hyo7rhkcg4j0qaii.png,Superior incantation of Dragon Communion.,Incantations,36,1,Spews magic breath of Glintstone Dragon Smarag from above,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 23}, {'name': 'Arcane', 'amount': 15}]"
17f69771088l0hyo7tmllgof77289o,Stone Of Gurranq,https://eldenring.fanapis.com/images/incantations/17f69771088l0hyo7tmllgof77289o.png,"Superior incantation taught by Gurranq, the Beast Clergyman. ",Incantations,15,1,Hurls a boulder before the caster,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 13}, {'name': 'Arcane', 'amount': 0}]"
17f692aa326l0hyo81f3t0bbkonkwh,"Surge, O Flame!",https://eldenring.fanapis.com/images/incantations/17f692aa326l0hyo81f3t0bbkonkwh.png,Superior incantation of the Fire Monks.,Incantations,1,1,Incinerates area before caster with stream of fire,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 9}, {'name': 'Arcane', 'amount': 0}]"
17f691c3d89l0hyo81xcmf8pooodpu,Shadow Bait,https://eldenring.fanapis.com/images/incantations/17f691c3d89l0hyo81xcmf8pooodpu.png,"Incantation of the Two Fingers' sewants, who once served as the",Incantations,15,1,Creates shadow that lures the aggression of foes of human build,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 13}, {'name': 'Arcane', 'amount': 0}]"
17f692422c4l0hyo84mlas2e4zch5,Scouring Black Flame,https://eldenring.fanapis.com/images/incantations/17f692422c4l0hyo84mlas2e4zch5.png,"A black flame incantation of the Godskin Apostles. Sweeps a wide area before the caster with black flame. Charging enhances range. The black flame could once slay gods. But when Maliketh sealed Destined Death, the true power of the black flame was lost.",Incantations,27,1,Sweeps area before caster with black flame,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 28}, {'name': 'Arcane', 'amount': 0}]"
17f6904109al0hyo84mydzpc5usap9,Scarlet Aeonia,https://eldenring.fanapis.com/images/incantations/17f6904109al0hyo84mydzpc5usap9.png,"Technique of Malenia, the Goddess of Rot. ",Incantations,56,3,Creates a giant flower that explodes with scarlet rot.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 35}, {'name': 'Arcane', 'amount': 0}]"
17f6925361el0hyo84va1dajld4erh,Swarm Of Flies,https://eldenring.fanapis.com/images/incantations/17f6925361el0hyo84va1dajld4erh.png,"A Blood Oath incantation, shared from the Lord of Blood's power. Releases a swarm of bloodflies before the caster to assault foes. The vile swarm deals damage and builds up onset of blood loss. This incantation can be cast while in motion. The new palace of the Lord of Blood lies in a swamp of festering blood, and these flies are said to spawn from excrement in that land. ",Incantations,14,1,Releases a swarm of bloodflies before the caster,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 11}, {'name': 'Arcane', 'amount': 16}]"
17f69632226l0hyo91iqbjmg4xbw1,The Flame Of Frenzy,https://eldenring.fanapis.com/images/incantations/17f69632226l0hyo91iqbjmg4xbw1.png,Incantation originating from the maddening Three Fingers.,Incantation,16,1,Emits burst of yellow flame of frenzy from eyes,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 16}, {'name': 'Arcane', 'amount': 0}]"
17f69603e55l0hyo92oip6kr38j99r,Theodorix's Magma,https://eldenring.fanapis.com/images/incantations/17f69603e55l0hyo92oip6kr38j99r.png,Superior incantation of Dragon Communion. Channels the power of the great wyrm Theodorix. Transforms caster into a great wyrm to spew a large volume of magma breath. Allows one follow-up attack. The name of the ancient troll warrior Theodorix lives on — as a hero of the War against the Giants.,Incantations,45,1,Spews magma breath of Theodorix from above,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 21}, {'name': 'Arcane', 'amount': 14}]"
17f692da48al0hyo9dril53k44haam,Unendurable Frenzy,https://eldenring.fanapis.com/images/incantations/17f692da48al0hyo9dril53k44haam.png,Incantation originating from the maddening Three Fingers. Causes the yellow flame of frenzy to violently burst forth from the caster's eyes. Hold to continue channeling the flame. This incantation can be used while in motion. It is the maddening pain and unstoppable tears of those afflicted with the flame of frenzy brought into being. ,Incantations,42,1,Emits violent burst of yellow flame of frenzy from eyes.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 31}, {'name': 'Arcane', 'amount': 0}]"
17f6912a13el0hyo9e5e3yb9u659qs,Triple Rings Of Light,https://eldenring.fanapis.com/images/incantations/17f6912a13el0hyo9e5e3yb9u659qs.png,"One of the incantations of the Golden Order fundamentalists. Produces three rings of light and fires them forwards. The rings of light return to a position close to the caster before disappearing. This incantation can be cast repeatedly. A gift from the young Ivliquella to his father, Radagon.",Incantations,23,1,Fire three rings of light before the caster,"[{'name': 'Intelligence', 'amount': 23}, {'name': 'Faith', 'amount': 23}, {'name': 'Arcane', 'amount': 0}]"
17f690c2762l0hyo9glzbxuxlwc2dh,"Whirl, O Flame!",https://eldenring.fanapis.com/images/incantations/17f690c2762l0hyo9glzbxuxlwc2dh.png,Superior Incantation of the Fire Monks. ,Incantations,21,1,Sweeps area before caster with stream of fire,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 13}, {'name': 'Arcane', 'amount': 0}]"
17f694ba1f5l0hyo9j21xk3iv8ws5v,Vyke's Dragonbolt,https://eldenring.fanapis.com/images/incantations/17f694ba1f5l0hyo9j21xk3iv8ws5v.png,"Incantation of Vyke, knight of the Roundtable Hold.",Incantations,27,1,Enchants right-hand armament with lightning damage,
17f698ccf55l0hyo9juunjo3lodn1n,Urgent Heal,https://eldenring.fanapis.com/images/incantations/17f698ccf55l0hyo9juunjo3lodn1n.png,Incantation of the Two Fingers faithful.,Incantation,16,1,Heals a small amount of HP.,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 8}, {'name': 'Arcane', 'amount': 0}]"
17f693ca95el0hyo9lhohewhkatfd,Wrath Of Gold,https://eldenring.fanapis.com/images/incantations/17f693ca95el0hyo9lhohewhkatfd.png,"Superior Erdtree Worship incantation. Produces a golden shockwave that knocks back nearby foes. Charging increases the size of the shockwave. This incantation was discovered when the Elden Ring was shattered, and it was feared as a sign of the Erdtree's wrath.",Incantations,40,1,Produces golden shockwave that knocks back foes,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 32}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-0,Furious Blade of Ansbach,/items/incantations/sote-incantations-0.png,"Incantation of Ansbach, Pureblood Knight. Produces a bloodflame blade from the side of the hand, then lunges at enemies to cleave through them. Charge to increase the number of slashes. Markedly different from the finessed swordplay of the dynast, this is an aggressive last resort of an incantation that gave rise to Ansbach's fearsome reputation.",Incantations,18,1,Cleaves through enemies with bloodflame blade summoned from side of the hand,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 19}, {'name': 'Arcane', 'amount': 27}]"
sote-incantations-1,Heal from Afar,/items/incantations/sote-incantations-1.png,"An Erdtree incantation discovered in the realm of shadow. Fires a projectile toward distant allies that greatly restores HP on contact. Even when far beyond, far out of sight, the Erdtree will surely give us its blessing.",Incantations,45,1,Greatly heals HP for distant allies the spell reaches,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 18}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-2,Aspects of the Crucible: Thorns,/items/incantations/sote-incantations-2.png,"Aspect of the Crucible that manifested in golden hippopotami. Creates a bristling mass of thorn-like fur on the caster's back before scouring the area by rolling around on the ground. Charging increases potency. In an age long past, before this land was enshrouded in shadow, the vitality of the Crucible flourished. Remains of this can be seen in the ancient ruins.",Incantations,14,1,Creates a mass of bristling thorns on back to scour the area,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 27}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-3,Aspects of the Crucible: Bloom,/items/incantations/sote-incantations-3.png,"Aspect of the Crucible discovered in the ancient ruins. Creates a miranda flower on one's chest before calling down a rain of light. Charging increases potency. In an age long past, before this land was enshrouded in shadow, the vitality of the Crucible flourished.",Incantations,23,1,Creates a miranda flower on chest to summon rain of light,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 27}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-4,Minor Erdtree,/items/incantations/sote-incantations-4.png,"Secret incantation of Queen Marika. Only the kindness of gold, without Order. Creates a small, illusory Erdtree that continuously restores the HP of nearby allies. Marika bathed the village of her home in gold, knowing full well that there was no one to heal.",Incantations,30,2,Continuously heals allies in the area,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 70}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-5,Land of Shadow (Incantation),/items/incantations/sote-incantations-5.png,"Incantation originating from Scadutree avatars. Creates a hail of golden projectiles which are fired toward foes after a brief delay. This incantation channels the force of the Scadutree's power, and its gold is accompanied by shadow.",Incantations,40,1,Fires a hail of golden projectiles toward foes,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 58}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-6,Wrath from Afar,/items/incantations/sote-incantations-6.png,"An Erdtree incantation discovered in the realm of shadow. Fires a golden shockwave that knocks back nearby foes. Charging increases the size of the shockwave. When the Elden Ring was shattered, the people of the realm of shadow felt it tooand feared it as a sign of the Erdtree's wrath.",Incantations,18,1,Fires a golden shockwave that knocks back foes,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 34}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-7,Light of Miquella,/items/incantations/sote-incantations-7.png,"The strength of Miquella upon his deific return, wielded as an incantation. Annihilates foes with a pillar of light. Miquella sought to accept all that was and would be, but found one that refused to be embraced. No wonder, as one god, and one king consort, is all the world needs.",Incantations,48,2,Annihilates foes with a pillar of light,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 72}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-8,Multilayered Ring of Light,/items/incantations/sote-incantations-8.png,"Incantation of those who served Miquella. Produces a multilayered ring of golden light and fires it forwards, inflicting continuous damage on those struck by it. Charging increases potency. This light-ring incantation was cultivated by a tradition separate from Golden Order fundamentalism.",Incantations,23,1,Fires a multilayered golden ring of light that continuously inflicts damage,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 36}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-9,Roar of Rugalea,/items/incantations/sote-incantations-9.png,"An incantation of what is jokingly called ""the bear communion."" Channels the power of Rugalea, the great red bear. Transform oneself into a great red bear and emit a mighty roar. Charging increases potency. An incantation that is more akin to the divine invocation of the hornsent than it is to the Dragon Communion. Only through desperate battle with the feral wild can one discover a god unique to oneself.",Incantations,17,1,Channels great red bear to emit a furious roar,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 14}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-10,Knight's Lightning Spear,/items/incantations/sote-incantations-10.png,"One of the incantations of the capital's ancient dragon cult. Summons a lightning spear while also manifesting ancient dragon crests. On throwing the spear, the crests will launch additional spears. Charge to increase the number of crests. An incantation that was taught only to the most accomplished knights, and now a lost art in the Lands Between.",Incantations,29,1,Hurls lightning spear while firing additional spears from ancient dragon crests,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 36}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-11,Dragonbolt of Florissax,/items/incantations/sote-incantations-11.png,"Special incantation of the ancient dragon Florissax. Calls down red lightning to bolster the caster and nearby allies. While enrobed with red lightning, all forms of damage negation (including physical) are increased. This also increases damage negation while guarding as an additional effect. There was a time when the priestess never knew love, and thus never used this incantation herself.",Incantations,35,1,Calls down red lightning to bolster self and nearby allies,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 52}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-12,Electrocharge,/items/incantations/sote-incantations-12.png,"One of the incantations of the capital's ancient dragon cult. Calls down lightning to charge the caster's body. While charged, electric shocks will strike the area several times. Charging increases potency. The origin of incantations that bolster the body with lightning, and now a lost art in the Lands Between.",Incantations,26,1,Calls down lightning to charge body with electricity,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 30}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-13,Bayle's Tyranny,/items/incantations/sote-incantations-13.png,"One of the greatest Dragon Communion incantations. Harnesses the fearsome power of Bayle the Dread. Channels the form of the dread dragon to emit a mighty roar accompanied by a heatwave burst, causing violent eruptions of fire in the area. Even after being consumed, the throbbing heart of Bayle continues to resist its subjugation, never weakening. One day, the fire within will consume the very body and soul of its Communion devourer. One day.",Incantations,46,2,Channels dread dragon to roar with a heatwave blast,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 49}]"
sote-incantations-14,Bayle's Flame Lightning,/items/incantations/sote-incantations-14.png,"One of the greatest Dragon Communion incantations. Harnesses the fearsome power of Bayle the Dread. Channels the form of the dread dragon in right arm to smash foes with an exposed talon bone coursing with flame lightning. Even after being consumed, the throbbing heart of Bayle continues to resist its subjugation, never weakening. One day, the fire within will consume the very body and soul of its Communion devourer. One day.",Incantations,43,2,Channels dread dragon to strike with flame-lightning-infused talon bone,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 0}, {'name': 'Arcane', 'amount': 53}]"
sote-incantations-15,Ghostflame Breath,/items/incantations/sote-incantations-15.png,"One of the incantations of Dragon Communion. Transforms caster into a dragon to spew ghostflame breath. Charging extends duration. The land of spiritgraves is home to all manner of dead, and even the corpses of fallen dragons found their way there. Several of them were endowed with such vivacity that even in death, they could not fully die.",Incantations,36,1,Channels dragon to spew ghostflame breath,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 23}, {'name': 'Arcane', 'amount': 15}]"
sote-incantations-16,Rotten Butterflies,/items/incantations/sote-incantations-16.png,"Incantation used by Romina, Saint of the Bud. Summons a myriad of butterflies while performing a gentle twirl. The butterflies break apart on contact, scattering rot and setting off a chain reaction. The scarlet butterflies are as the Goddess of Rot's wings. Bereft of a master, they were soothed by Romina, who reached out to them.",Incantations,48,1,Summons countless butterflies to scatter rot,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 33}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-17,Pest-Thread Spears,/items/incantations/sote-incantations-17.png,"Skill of the pests known as the Kindred of Rot, now wielded as an incantation. Secrete numerous sticky threads, then twist them into two spears launched frontwards. Charge to enhance potency. The pests are abandoned servants, and it is for this reason that they found a mother in the Saint of the Bud.",Incantations,28,1,Secrete sticky threads and twist them into two frontward flying spears,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 26}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-18,Midra's Flame of Frenzy,/items/incantations/sote-incantations-18.png,"Incantation in praise of Midra, Lord of Frenzied Flame. Summons an apparition of the Lord's head to spew frenzied flame. This incantation can be used while in motion. The apparition will remain for as long as the input is held. The Lord of Frenzied Flame shall take their torment, despair. Their affliction. Every sin, every curse. All melted away. Yet Midra, like others before him, was too weak to become a Lord.",Incantations,22,2,Summons Lord of Frenzied Flame's head to spew frenzied flame,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 41}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-19,Divine Beast Tornado,/items/incantations/sote-incantations-19.png,"The tempest of the Dancing Lion, wielded as an incantation. A whirlwind-like twist of the body summons a storm, launching a tornado forward. Charging enhances potency. The majority of divine beasts were gored and hung upon Messmer's spears, then burned in his flame. Those who witnessed the deed likened it to a funeral pyre for the tower itself.",Incantations,24,1,Summons a storm that launches a tornado forward,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 28}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-20,Divine Bird Feathers,/items/incantations/sote-incantations-20.png,"A technique of the divine bird warriors, the very first of all horned warriors, wielded as an incantation. Spread the arms wide like wings to release a flurry of feathers. This incantation can be cast while in motion. Hold to continue releasing feathers. The divine bird warriors, and indeed this technique, are said to bear resemblance to the golden Crucible.",Incantations,3,1,Spreads arms like wings and releases a flurry of feathers,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 24}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-21,Fire Serpent,/items/incantations/sote-incantations-21.png,"Incantation of the Fire Knights under Messmer the Impaler's personal command. Launch a serpentine flame that bends and curls in pursuit of its foe. Charging enhances potency. When the flame they received from Messmer would not find purchase within them, the Fire Knights relied on fire incantations to honor their bond.",Incantations,11,1,Launches a threaded serpentine flame,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 16}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-22,Rain of Fire,/items/incantations/sote-incantations-22.png,"Incantation of Salza, sage of the Fire Knights. Summons a cloud of flame overhead that rains fire for a short time. Charging increases potency. Salza's disdain for barbarism never waned, even as he burned more villages and scorched more land than any other.",Incantations,27,1,Rains fire for a short duration,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 52}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-23,Messmer's Orb,/items/incantations/sote-incantations-23.png,"An incantation of Messmer the Impaler. Summons Messmer's flame to form a giant floating orb. The orb soars toward a foe, crashes into the earth, and explodes after a brief delay. Charging enhances potency. Messmer despised his own fire. Time and time again he hoped to rid himself of it, but ever did it burn.",Incantations,31,2,Shapes Messmer's flame into a giant orb that soars at foe,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 60}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-24,Watchful Spirit,/items/incantations/sote-incantations-24.png,"An entreaty received from the Empyrean grandam. Summon a guardian spirit above the caster's head. The spirit never strays far from the caster, conjuring several apparitions before dissipating. ""Take vengeance upon Messmer and his lot. They who betrayed us, aye, they who burned us... Let them face in thy wrath their just deserts.""",Incantations,12,1,Summons a guardian spirit above the caster's head,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 26}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-25,Golden Arcs,/items/incantations/sote-incantations-25.png,"Sorcery of the inquisitors of the tower, wielded as an incantation of the spiral. A swing of the arm releases a procession of golden arcs. Charging enhances potency. The arcs resemble barbs, a known symbol of coercive questioning.",Incantations,12,1,Releases a procession of golden arcs with a swing of the arm,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 22}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-26,Giant Golden Arc,/items/incantations/sote-incantations-26.png,"Sorcery of the inquisitors of the tower, wielded as an incantation of the spiral. A swing of the arm releases a giant golden arc. Charging enhances potency. The arc resembles the barb, a known symbol of coercive questioning.",Incantations,24,1,Releases a giant golden arc with a swing of the arm,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 34}, {'name': 'Arcane', 'amount': 0}]"
sote-incantations-27,Spira,/items/incantations/sote-incantations-27.png,"Superior sorcery of the tower priests, wielded as an incantation of the spiral. Wrap one's arms together and hold them up to the heavens to summon a spiral of light that erupts at the enemy's feet. Column of light persists for as long as the button is pressed. The spiral is a normalized Crucible current that, one day, will form a column that stretches to the gods.",Incantations,10,2,Summons a spiral of light that erupts at the enemy's feet,"[{'name': 'Intelligence', 'amount': 0}, {'name': 'Faith', 'amount': 48}, {'name': 'Arcane', 'amount': 0}]"
